29081	-6305
33771	-6588
33314	-7467
-4841	3441
38143	-7027
37713	-5902
30154	-5893
13487	-6546
32120	-6580
34327	-7298
32976	-6647
28318	-6872
30395	-6732
32954	-6908
30099	-6709
-4831	3326
30107	-5811
36441	-6258
28950	-5981
21799	-6989
35490	-6780
31698	-6289
37744	-7309
34846	-6750
35798	-5861
33553	-4600
35251	-6212
31410	-7107
36174	-6040
26658	-6098
36884	-6271
36538	-6099
38062	-4216
-4804	3309
29754	-5734
34387	-6857
35512	-6052
31980	-6046
29665	-7791
20292	-7917
35997	-6667
14497	-6311
37872	-6783
37845	-6626
35384	-7112
34163	-6713
32539	-6124
38250	-5013
37596	-5851
33542	-5635
20942	-4606
37518	-6886
37523	-7238
36407	-6773
34034	-5905
36770	-7463
36859	-6084
-4897	3628
30458	-6302
20099	-5633
35721	-9023
37465	-6006
35124	-6945
27956	-6790
36226	-6223
18057	-7054
35540	-6471
30326	-6472
32945	-6799
35805	-6447
37237	-6117
30038	-6301
30774	-5442
32807	-6828
36904	-7401
36256	-7104
36362	-5607
25032	-6349
36255	-6511
34987	-6704
33450	-6560
32368	-6421
35921	-6530
36582	-7807
32653	-7351
-4867	3482
34966	-4679
28945	-6164
35793	-6098
18455	-5680
36988	-5693
14305	-6482
37110	-7083
32792	-6309
35495	-6141
29262	-4758
33598	-6534
33070	-6618
33051	-6106
29645	-6546
35419	-6445
12744	-6229
36903	-6330
33552	-6219
34917	-3924
32394	-6498
34092	-6773
29347	-6049
33499	-4578
35110	-7316
33217	-8016
35338	-8310
26591	-7584
33284	-7044
35506	-6360
34498	-6818
36813	-5511
40707	-6948
35842	-5843
38982	-6560
36096	-6043
10467	-5623
33079	-6863
35789	-6358
31422	-6040
34117	-7821
31178	-6407
30332	-7082
32642	-6002
32264	-7908
37867	-7388
38192	-6234
20107	-1022
15177	-6625
36445	-5918
30768	-5499
34372	-7076
34535	-6688
36279	-6549
37935	-5838
34566	-5944
37757	-5638
37013	-6902
29521	-5396
33727	-6492
36089	-5414
33967	-13367
36650	-7801
39676	-8212
25029	-7278
36180	-5926
36918	-9311
40880	-12111
35351	-4888
39538	-10945
45267	-9136
40384	-8567
46854	-9624
39887	-7050
39880	-7988
28401	-5382
33808	-7333
35142	-5874
39894	-7769
30908	-5870
40597	-8343
35522	-6337
37639	-9164
33500	-6186
31253	-8116
36674	-5990
41450	-6089
37382	-7141
32329	-11541
41995	-9952
25891	-3117
-2975	3535
33516	-7083
35624	-7020
35085	-8256
34061	-7456
34721	-7098
35325	-5474
38387	-6346
31819	-5500
38845	-7033
34737	-7914
27905	-6871
36750	-9391
-4868	3495
34307	-7448
27871	-6312
-7204	1891
38148	-6477
30204	-7237
34771	-7058
35807	-7314
40966	-5960
33854	-6588
35481	-6505
37525	-7826
22788	-6368
37586	-6209
35730	-6271
32794	-9152
37489	-6841
33013	-6868
33474	-10549
27933	-5622
35403	-6978
38066	-6356
36506	-6357
24024	-6952
17188	-7166
34683	-5972
34331	-5944
36002	-4723
36493	-5906
34231	-6081
25987	-6118
34783	-8009
34341	-6312
37985	-5713
40055	-6707
26710	-5697
31832	-6322
33701	-5820
34085	-7913
23438	-7560
32520	-6664
40200	-6765
33264	-6985
35470	-7531
47023	-9552
38166	-7512
43617	-6356
43104	-12032
46180	-12230
41941	-9093
48122	-11665
30759	-7234
27573	-7484
32432	-7264
25548	-6857
22777	-8326
37833	-11066
28485	-10118
15825	-6617
-4844	3473
35093	-8082
33535	-8447
36547	-8979
22181	-8812
32077	-6276
32394	-6431
34451	-6504
26282	-6224
34586	-6511
-4919	3646
39439	-6834
30174	-8629
38232	-5878
38513	-5048
37472	-6189
35315	-6936
34415	-5414
32055	-8950
36498	-4662
39119	-6278
36180	-6498
29602	-6647
34729	-8992
36695	-7355
35854	-8137
30235	-6073
28423	-8238
35016	-5705
34845	-8043
35725	-6835
34671	-7526
34709	-6450
35127	-8003
34744	-6402
26829	-6709
35818	-6720
37503	-5783
38173	-6952
33585	-7134
29813	-6650
36003	-6190
33770	-7026
35547	-7301
27538	-6619
34290	-6122
35520	-6311
32713	-5243
36837	-7687
35708	-8473
30947	-6629
38233	-5926
38762	-6908
37234	-5974
37056	-8749
33845	-5915
29810	-6114
31566	-6322
35322	-6893
35636	-5933
33581	-7251
34994	-6112
37532	-6435
33955	-5920
2696	-1485
33502	-6522
37110	-4985
35979	-6927
33522	-7903
36739	-6596
39178	-5902
35738	-6078
32284	-6384
36433	-8569
